,publication_title,publication_year,google_scholar_link,journal_name,contributors,citations,Department 
Dr Aruna Malik,An efficient and secure authentication scheme using markov chain for wireless sensor networks,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:dfsIfKJdRG4C,"2018 IEEE 8th International Advance Computing Conference (IACC), 33-38, 2018","D Singh, B Kumar, S Singh, S Chand",5,
Dr Aruna Malik,An Efficient Biometric based three-factor authentication scheme for Wireless Sensor Network,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:p2g8aNsByqUC,"2018 International Conference on Advances in Computing, Communication …, 2018","D Singh, B Kumar, S Singh, S Chand",1,
Dr Aruna Malik,A new image steganography technique based on pixel intensity and similarity in secret message,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:kNdYIx-mwKoC,"2018 International Conference on Advances in Computing, Communication …, 2018","A Malik, R Kumar, S Singh",12,
Dr Aruna Malik,An AMBTC compression based data hiding scheme using pixel value adjusting strategy,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:hqOjcs7Dif8C,"Multidimensional Systems and Signal Processing 29 (4), 1801-1818, 2018","A Malik, G Sikka, HK Verma",47,
Dr Aruna Malik,Recovery based high capacity reversible data hiding scheme using even-odd embedding,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:ufrVoPGSRksC,"Multimedia Tools and Applications 77 (12), 15803-15827, 2018","A Malik, S Singh, R Kumar",52,
Dr Aruna Malik,Anonymity preserving authentication and key agreement scheme for wireless sensor networks,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:xtRiw3GOFMkC,"International Conference on Futuristic Trends in Network and Communication …, 2018","D Singh, S Singh, B Kumar, S Chand",3,
Dr Aruna Malik,Image interpolation based high capacity reversible data hiding scheme,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:W7OEmFMy1HYC,"Multimedia Tools and Applications 76 (22), 24107-24123, 2017","A Malik, G Sikka, HK Verma",53,
Dr Aruna Malik,A high capacity text steganography scheme based on huffman compression and color coding,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:Se3iqnhoufwC,"Journal of Information and Optimization Sciences 38 (5), 647-664, 2017","A Malik, G Sikka, HK Verma",16,
Dr Aruna Malik,hetDEEC: Heterogeneous DEEC protocol for prolonging lifetime in wireless sensor networks,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:roLk4NBRz8UC,"Journal of Information and Optimization Sciences 38 (5), 699-720, 2017","S Singh, A Malik",20,
Dr Aruna Malik,hetSEP: Heterogeneous SEP protocol for increasing lifetime in WSNs,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:LkGwnXOMwfcC,"Journal of Information and Optimization Sciences 38 (5), 721-743, 2017","S Singh, A Malik",29,
Dr Aruna Malik,A high payload data hiding scheme based on modified AMBTC technique,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:qjMakFHDy7sC,"Multimedia Tools and Applications 76 (12), 14151-14167, 2017","A Malik, G Sikka, HK Verma",38,
Dr Aruna Malik,An image interpolation based reversible data hiding scheme using pixel value adjusting feature,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:9yKSN-GCB0IC,"Multimedia Tools and Applications 76 (11), 13025-13046, 2017","A Malik, G Sikka, HK Verma",49,
Dr Aruna Malik,Energy efficient heterogeneous DEEC protocol for enhancing lifetime in WSNs,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:UeHWp8X0CEIC,"Engineering Science and Technology, an International Journal 20 (1), 345-353, 2017","S Singh, A Malik, R Kumar",167,
Dr Aruna Malik,A high capacity text steganography scheme based on LZW compression and color coding,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:2osOgNQ5qMEC,"Engineering Science and Technology, an International Journal 20 (1), 72-79, 2017","A Malik, G Sikka, HK Verma",105,
Dr Aruna Malik,DESIGN AND ANALYSIS OF TEXT AND IMAGE BASED STEGANOGRAPHIC TECHNIQUES,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:7PzlFSSx8tAC,"Dr. BR Ambedkar National Institute of Technology, Jalandhar, 2017",A Malik,,
Dr Aruna Malik,NEECP: Novel energy‐efficient clustering protocol for prolonging lifetime of WSNs,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:IjCSPb-OGe4C,"IET Wireless Sensor Systems 6 (5), 151-157, 2016","S Singh, S Chand, R Kumar, A Malik, B Kumar",60,
Dr Aruna Malik,Reversible data hiding scheme for LZW codes using LSB flipping strategy,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:Y0pCki6q_DkC,"Proceedings of the International Conference on Advances in Information …, 2016","A Malik, R Kumar, S Singh",6,
Dr Aruna Malik,Optimum sink location for sensor deployment in wireless sensor networks,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:4OULZ7Gr8RgC,"Journal of Information and Optimization Sciences 37 (4), 605-619, 2016","S Singh, S Chand, B Kumar",4,
Dr Aruna Malik,Reversible data hiding scheme for LZW codes using even-odd embedding strategy,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:WF5omc3nYNoC,"2016 International Conference on Computing, Communication and Automation …, 2016","R Kumar, A Malik, S Singh, B Kumar, S Chand",16,
Dr Aruna Malik,A space based reversible high capacity text steganography scheme using font type and style,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:eQOLeE2rZwMC,"2016 international conference on computing, communication and automation …, 2016","R Kumar, A Malik, S Singh, B Kumar, S Chand",29,
Dr Aruna Malik,A high capacity email based text steganography scheme using Huffman compression,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:zYLM7Y9cAGgC,"2016 3rd International Conference on Signal Processing and Integrated …, 2016","R Kumar, A Malik, S Singh, S Chand",37,
Dr Aruna Malik,Energy efficient scheduling protocols for heterogeneous WSNs,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:3fE2CSJIrl8C,"Int. J. Forensic Comput. Sci 11 (1), 8-29, 2016","S Singh, A Malik",5,
Dr Aruna Malik,Spectroscopy: Types,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:0EnyYjriUFMC,"Academic Press, 2016","AK Malik, R Kumar",11,
Dr Aruna Malik,heterogeneous energy efficient protocol for enhancing the lifetime in WSNs,2016,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:YsMSGLbcyi4C,"International Journal of Information Technology and Computer Science 9, 62-72, 2016","S Singh, A Malik",6,
Dr Aruna Malik,A modified pixel-value differencing image steganographic scheme with least significant bit substitution method,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:d1gkVwhDpl0C,"International Journal of Image, Graphics and Signal Processing 7 (4), 68, 2015","A Malik, G Sikka, HK Verma",16,
Dr Aruna Malik,A stage-4 heterogeneous network model in WSNs,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:vRqMK49ujn8C,"2014 International Conference on Advances in Computing, Communications and …, 2014","S Singh, S Chand, B Kumar",4,
Dr Aruna Malik,Optimum deployment of sensors in WSNs,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:35N4QoGY0k4C,"2014 International Conference on Information Systems and Computer Networks …, 2014","S Singh, S Chand, B Kumar",5,
Dr Aruna Malik,Experimental studies on the grinding of Ti-6Al-4 V using micro and nano size solid lubricants,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:qUcmZB5y_30C,"5th International & 26th All India Manufacturing Technology, Design and …, 2014","AK Malik, S Ghosh, RK Pandey",5,
Dr Aruna Malik,A heterogeneous network model for prolonging lifetime in 3-D WSNs,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:HoB7MX3m0LUC,"Confluence 2013: The Next Generation Information Technology Summit (4th …, 2013","S Singh, S Chand, B Kumar, R Kumar",6,
Dr Aruna Malik,Optimal sensor deployment for WSNs in grid environment,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:zA6iFVUQeVQC,"Electronics Letters 49 (16), 1040-1041, 2013","S Singh, S Chand, R Kumar, B Kumar",15,
Dr Aruna Malik,Performance investigation of heterogeneous algorithms in WSNs,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:738O_yMBCRsC,"2013 3rd IEEE International Advance Computing Conference (IACC), 1051-1054, 2013","S Singh, S Chand, B Kumar",11,
Dr Aruna Malik,Distributed algorithms for maximizing the lifetime of WSNs with heterogeneity for adjustable sensing ranges,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:ldfaerwXgEUC,"Electrical Engineering Research 1 (1), 10-17, 2013","S Singh, S Chand, B Kumar",5,
Dr Aruna Malik,Performance Analysis of Virtual Private Network for Securing Voice and Video Traffic,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:u5HHmVD_uO8C,"International Journal of Computer Applications 46 (16), 25-30, 2012","A Malik, HK Verma",8,
Dr Aruna Malik,Impact of Firewall and VPN for securing WLAN,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:u-x6o8ySG0sC,"International Journal 2 (5), 2012","A Malik, HK Verma, R Pal",13,
Dr Aruna Malik,A distributed energy-efficient target tracking protocol for three level heterogeneous sensor networks,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:yD5IFk8b50cC,"International Journal of Computer Applications 51 (11), 2012","Y Singh, S Singh, R Kumar",12,
Dr Aruna Malik,PERFORMANCE INVESTIGATION OF ROUTING PROTOCOLS OF MOBILE AD-HOC NETWORKS USING CBR AND TCP TRAFFIC,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:SP6oXDckpogC,"Journal of Global Research in Computer Science 2 (6), 29-34, 2011",S Singh,,
Dr Aruna Malik,Energy-efficient target monitoring algorithm for wireless sensor networks,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:abG-DnoFyZgC,"Journal of Global Research in Computer Science 2 (4), 186-189, 2011",S Singh,6,
Dr Aruna Malik,Heterogeneous protocols for increasing lifetime of wireless sensor networks,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:SeFeTyx0c_EC,"Journal of Global Research in Computer Science 2 (4), 172-176, 2011",S Singh,14,
Dr Aruna Malik,Distributed Energy-Efficient Algorithm for Wireless Sensor Networks.,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:CHSYGLWDkRkC,"International Journal of Advanced Research in Computer Science 2 (3), 2011","S Singh, AK Sharma",5,
Dr Aruna Malik,A heterogeneous power efficient load balancing target-monitoring protocol for sensor networks,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:D03iK_w7-QYC,"2010 First International Conference On Parallel, Distributed and Grid …, 2010","S Singh, AK Sharma",5,
Dr Aruna Malik,Energy-efficient data gathering algorithms for improving lifetime of WSNs with heterogeneity and adjustable sensing range,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:OU6Ihb5iCvQC,"International Journal of Computer Applications 4 (2), 17-21, 2010","S Singh, AK Sharma",11,
Dr Aruna Malik,Cranioplasty with alloplastic cranial implant.,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:2P1L_qKh6hAC,,"AP Arpan Pavaiya, VK Tyagi, AT Arvind Tripathi, SV Singh, ...",,
Dr Aruna Malik,Nutrition in maxillofacial prosthetic patients: the unexplored frontier.,2007,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:fPk4N6BV_jEC,,"RM Ravi Madan, SV Singh, AT Arvind Tripathi",,
Dr Aruna Malik,Edible Oil Packaging: An Overview,2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:b0M2c_1WBrUC,"PACKAGING INDIA 33 (5), 41-46, 2001","S Singh, VK Tyagi",,
Dr Aruna Malik,Changes in properties of sunflower-groundnut oil blends during frying of foodstuffs,1999,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:M05iB0D1s5AC,"JOURNAL-OIL TECHNOLOGISTS ASSOCIATION OF INDIA 31 (3), 122-127, 1999","VK Tyagi, SK Dubey, S Singh",,
Dr Aruna Malik,A Blockchain Enabled Framework for Electronic Health Records,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:tS2w5q8j5-wC,"Advances of Machine Learning for Knowledge Mining in Electronic Health …, 0","A Gupta, A Malik, V Singh",,
Dr Aruna Malik,Author's Name Page No. Author's Name Page No.,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=3D73AlMAAAAJ&cstart=100&pagesize=100&sortby=pubdate&citation_for_view=3D73AlMAAAAJ:k_IJM867U9cC,,"A Sahoo, AS Sabitha, A Pandey, A Khatri, A Jaiswal, A Bhardwaj, ...",,
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
Dr Kuldeep Kumar,,,,,,,Computer Science and Engineering 
